Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:01,Germany,28,17,,Robin Benzing3pt jump shot missed
Q1,0:23,Germany,28,17,RD,Danilo Barthel
Q1,0:23,Jordan,28,17,2_Pts_T,Mohammad Hussein
Q1,0:50,Germany,28,17,AS,Niels Giffey
Q1,0:50,Germany,28,17,,Johannes Voigtmann3pt jump shot made
Q1,10:00,Jordan,0,0,inicio_quarto,Ahmad Al Dwairi
Q1,1:03,Germany,25,17,FR,Maodo Lo
Q1,1:03,Jordan,25,17,substituicao_entra,Jordan Al-Dasuqi
Q1,1:03,Jordan,25,17,substituicao_sai,Zaid Abbas
Q1,1:03,Jordan,25,17,FC,Freddy Ibrahim
Q1,1:08,Germany,25,17,FR,Robin Benzing
Q1,1:08,Jordan,25,17,FC_O,Zaid Abbas
Q1,1:08,Jordan,25,17,substituicao_entra,Mohammad Hussein
Q1,1:08,Jordan,25,17,substituicao_sai,Ahmad Al Dwairi
Q1,1:19,Germany,25,17,,Maodo Lo3pt jump shot missed
Q1,1:19,Jordan,25,17,RD,Ahmad Alhamarsheh
Q1,1:38,Germany,25,17,RD,Danilo Barthel
Q1,1:38,Jordan,25,17,2_Pts_T,Dar Tucker
Q1,1:51,Germany,25,17,substituicao_entra,Danilo Barthel
Q1,1:51,Germany,25,17,substituicao_sai,Maximilian Kleber
Q1,1:51,Germany,25,17,substituicao_entra,Robin Benzing
Q1,1:51,Germany,25,17,substituicao_sai,Paul Zipser
Q1,1:51,Germany,25,17,substituicao_entra,Niels Giffey
Q1,1:51,Germany,25,17,substituicao_sai,Dennis Schroder
Q1,1:51,Germany,25,17,FC,Johannes Voigtmann
Q1,1:51,Jordan,25,17,substituicao_entra,Ahmad Alhamarsheh
Q1,1:51,Jordan,25,17,substituicao_sai,Mousa Alawadi
Q1,1:51,Jordan,25,17,FR,Ahmad Al Dwairi
Q1,2:11,Germany,25,17,AS,Maodo Lo
