Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:00,China,21,19,,Zhelin Wang2pt jump shot missed
Q1,0:00,Nigeria,21,19,,Ike Iroegbu3pt jump shot missed
Q1,0:00,Nigeria,21,19,RD,Ike Iroegbu
Q1,0:27,China,21,18,FC,Ailun Guo
Q1,0:27,Nigeria,21,19,LL_Pts_C,Nnamdi Vincent
Q1,0:27,Nigeria,21,18,FR,Nnamdi Vincent
Q1,0:27,Nigeria,21,18,AS,Stan Okoye
Q1,0:27,Nigeria,21,18,,Nnamdi Vincent3pt jump shot made
Q1,0:34,China,21,15,2_Pts_T,Rui Zhao
Q1,0:34,Nigeria,21,15,RD,Stan Okoye
Q1,0:44,China,21,15,RO,
Q1,0:44,China,21,15,,Rui Zhao2pt jump shot missed
Q1,0:48,China,21,15,BR,Rui Zhao
Q1,0:48,Nigeria,21,15,ER,Ike Iroegbu
Q1,0:59,China,21,15,2_Pts_T,Ailun Guo
Q1,0:59,Nigeria,21,15,RD,Micheal Eric
Q1,10:00,Nigeria,0,0,inicio_quarto,Ekpe Udoh
Q1,1:17,China,21,15,RD,Jianlian Yi
Q1,1:17,China,21,15,substituicao_entra,Zhelin Wang
Q1,1:17,China,21,15,substituicao_sai,Minghui Sun
Q1,1:17,China,21,15,substituicao_entra,Shuo Fang
Q1,1:17,China,21,15,substituicao_sai,Qi Zhou
Q1,1:17,China,21,15,FC,Qi Zhou
Q1,1:17,Nigeria,21,15,LL_Pts_T,Micheal Eric
Q1,1:17,Nigeria,21,15,,Micheal Eric1st of 2 free throw missed
Q1,1:17,Nigeria,21,15,FR,Micheal Eric
Q1,1:17,Nigeria,21,15,RO,Micheal Eric
Q1,1:17,Nigeria,21,15,,Ike Iroegbulayup missed
Q1,1:23,China,21,15,2_Pts_C,Minghui Sun
Q1,1:45,China,19,15,RD,
Q1,1:45,Nigeria,19,15,,Chimezie Metu3pt jump shot missed
Q1,2:01,China,19,15,LL_Pts_C,Jianlian Yi
Q1,2:01,China,18,15,LL_Pts_C,Jianlian Yi
Q1,2:01,China,17,15,substituicao_entra,Ailun Guo
Q1,2:01,China,17,15,substituicao_sai,Xiaochuan Zhai
Q1,2:01,China,17,15,FR,Jianlian Yi
Q1,2:01,Nigeria,17,15,FC,Chimezie Metu
Q1,2:22,Nigeria,17,15,2_Pts_C,Micheal Eric
Q1,2:35,China,17,13,substituicao_entra,Rui Zhao
Q1,2:35,China,17,13,substituicao_sai,Shuo Fang
Q1,2:35,China,17,13,FC,Xiaochuan Zhai
Q1,2:35,Nigeria,17,13,FR,Stan Okoye
Q1,2:41,China,17,13,2_Pts_T,Qi Zhou
Q1,2:41,Nigeria,17,13,RD,Nnamdi Vincent
Q1,2:41,Nigeria,17,13,TO,Micheal Eric
Q1,2:46,China,17,13,FR,Jianlian Yi
Q1,2:46,Nigeria,17,13,FC,Ike Iroegbu
Q1,2:46,Nigeria,17,13,substituicao_entra,Stan Okoye
Q1,2:46,Nigeria,17,13,substituicao_sai,Al-Farouq Aminu
Q1,2:51,China,17,13,RO,Xiaochuan Zhai
Q1,2:51,China,17,13,,Qi Zhou3pt jump shot missed
Q1,3:03,China,17,13,RD,Shuo Fang
Q1,3:03,Nigeria,17,13,,Nnamdi Vincent3pt jump shot missed
Q1,3:06,China,17,13,ER,Shuo Fang
Q1,3:06,Nigeria,17,13,BR,Micheal Eric
Q1,3:13,Nigeria,17,13,AS,Nnamdi Vincent
Q1,3:13,Nigeria,17,13,,Ike Iroegbu3pt jump shot made
Q1,3:15,Nigeria,17,10,substituicao_entra,Ike Iroegbu
Q1,3:15,Nigeria,17,10,substituicao_sai,Stan Okoye
Q1,3:38,China,17,10,substituicao_entra,Jianlian Yi
Q1,3:38,China,17,10,substituicao_sai,Zhelin Wang
Q1,3:38,China,17,10,AS,Shuo Fang
Q1,3:38,China,17,10,,Zhelin Wangdunk made
Q1,3:38,Nigeria,17,10,substituicao_entra,Micheal Eric
Q1,3:38,Nigeria,17,10,substituicao_sai,Josh Okogie
Q1,3:38,Nigeria,17,10,substituicao_entra,Nnamdi Vincent
Q1,3:38,Nigeria,17,10,substituicao_sai,Ekpe Udoh
Q1,3:38,Nigeria,17,10,substituicao_entra,Chimezie Metu
Q1,3:38,Nigeria,17,10,substituicao_sai,Ike Diogu
Q1,3:38,Nigeria,17,10,substituicao_entra,Stan Okoye
Q1,3:38,Nigeria,17,10,substituicao_sai,Ben Uzoh
Q1,3:38,Nigeria,17,10,tempo_tecnico,
Q1,3:40,China,15,10,BR,Shuo Fang
Q1,3:40,Nigeria,15,10,ER,Josh Okogie
Q1,3:52,China,15,10,AS,Minghui Sun
Q1,3:52,China,15,10,,Shuo Fang3pt jump shot made
Q1,4:00,China,12,10,BR,Minghui Sun
Q1,4:00,Nigeria,12,10,ER,Ike Diogu
Q1,4:19,China,12,10,AS,Minghui Sun
Q1,4:19,China,12,10,,Shuo Fang3pt jump shot made
Q1,4:38,China,9,10,RD,Zhelin Wang
Q1,4:38,Nigeria,9,10,2_Pts_T,Ike Diogu
Q1,5:00,China,9,10,2_Pts_C,Minghui Sun
Q1,5:18,Nigeria,7,10,AS,Al-Farouq Aminu
Q1,5:18,Nigeria,7,10,,Josh Okogiedunk made
Q1,5:36,China,7,8,2_Pts_T,Shuo Fang
Q1,5:36,Nigeria,7,8,RD,Ike Diogu
Q1,5:40,China,7,8,FR,Minghui Sun
Q1,5:40,Nigeria,7,8,FC,Ike Diogu
Q1,5:50,Nigeria,7,8,AS,Josh Okogie
Q1,5:50,Nigeria,7,8,,Ben Uzohlayup made
Q1,6:06,China,7,6,ER,Shuo Fang
Q1,6:06,China,7,6,RO,Shuo Fang
Q1,6:06,China,7,6,2_Pts_T,Minghui Sun
Q1,6:06,Nigeria,7,6,BR,Josh Okogie
Q1,6:06,Nigeria,7,6,TO,Ben Uzoh
Q1,6:24,China,7,6,RD,Qi Zhou
Q1,6:24,Nigeria,7,6,2_Pts_T,Al-Farouq Aminu
Q1,6:44,China,7,6,2_Pts_C,Zhelin Wang
Q1,7:02,China,5,4,FC,Qi Zhou
Q1,7:02,Nigeria,5,6,LL_Pts_C,Josh Okogie
Q1,7:02,Nigeria,5,5,LL_Pts_C,Josh Okogie
Q1,7:02,Nigeria,5,4,FR,Josh Okogie
Q1,7:11,Nigeria,5,4,RO,Ike Diogu
Q1,7:11,Nigeria,5,4,,Al-Farouq Aminu2pt jump shot missed
Q1,7:16,China,5,4,ER,Zhelin Wang
Q1,7:16,Nigeria,5,4,BR,Ike Diogu
Q1,7:31,China,5,4,RD,Qi Zhou
Q1,7:31,Nigeria,5,4,,Ben Uzoh2pt jump shot missed
Q1,7:48,China,5,4,AS,Minghui Sun
Q1,7:48,China,5,4,,Shuo Fang3pt jump shot made
Q1,8:12,China,2,4,RD,Xiaochuan Zhai
Q1,8:12,Nigeria,2,4,,Ike Diogu3pt jump shot missed
Q1,8:29,China,2,4,ER,Zhelin Wang
Q1,8:50,Nigeria,2,4,AS,Josh Okogie
Q1,8:50,Nigeria,2,4,2_Pts_C,Ekpe Udoh
Q1,8:57,China,2,2,2_Pts_C,Shuo Fang
Q1,9:13,Nigeria,0,2,AS,Ben Uzoh
Q1,9:13,Nigeria,0,2,,Ekpe Udohdunk made
Q1,9:21,China,0,0,2_Pts_T,Xiaochuan Zhai
Q1,9:21,Nigeria,0,0,RD,Al-Farouq Aminu
Q1,9:21,Nigeria,0,0,TO,Al-Farouq Aminu
Q1,9:45,Nigeria,0,0,ER,Al-Farouq Aminu
Q2,0:18,China,31,35,RD,Zhelin Wang
Q2,0:18,Nigeria,31,35,,Stan Okoye3pt jump shot missed
Q2,0:23,Nigeria,31,35,RO,Chimezie Metu
Q2,0:23,Nigeria,31,35,2_Pts_T,Chimezie Metu
Q2,0:37,China,31,35,LL_Pts_C,Ailun Guo
Q2,0:37,China,30,35,LL_Pts_C,Ailun Guo
Q2,0:37,China,29,35,substituicao_entra,Minghui Sun
Q2,0:37,China,29,35,substituicao_sai,Xiaochuan Zhai
