Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:01,Dominican Republic,21,16,,Gelvis Solano3pt jump shot missed
Q1,0:05,Germany,21,16,substituicao_entra,Niels Giffey
Q1,0:05,Germany,21,16,substituicao_sai,Dennis Schroder
Q1,0:05,Germany,21,16,FC,Johannes Voigtmann
Q1,0:05,Dominican Republic,21,16,FR,Juan Garcia
Q1,0:25,Germany,21,16,2_Pts_C,Maodo Lo
Q1,0:43,Dominican Republic,19,16,2_Pts_C,Gelvis Solano
Q1,10:00,Germany,0,0,inicio_quarto,Daniel Theis
Q1,1:04,Germany,19,14,2_Pts_C,Dennis Schroder
Q1,1:16,Germany,17,14,RD,Danilo Barthel
Q1,1:16,Dominican Republic,17,14,,Rigoberto Mendozalayup missed
Q1,1:24,Dominican Republic,17,14,RO,Juan Garcia
Q1,1:24,Dominican Republic,17,14,,Rigoberto Mendoza3pt jump shot missed
Q1,1:32,Germany,17,14,,Robin Benzing3pt jump shot missed
Q1,1:32,Dominican Republic,17,14,RD,Juan Garcia
Q1,1:55,Germany,17,14,RD,Johannes Voigtmann
Q1,1:55,Dominican Republic,17,14,,Rigoberto Mendoza3pt jump shot missed
Q1,2:08,Dominican Republic,17,14,substituicao_entra,Juan Garcia
Q1,2:08,Dominican Republic,17,14,substituicao_sai,Sadiel Rojas
Q1,2:24,Germany,17,14,LL_Pts_C,Dennis Schroder
Q1,2:24,Germany,16,14,LL_Pts_C,Dennis Schroder
Q1,2:24,Germany,15,14,FR,Dennis Schroder
Q1,2:24,Dominican Republic,15,14,substituicao_entra,Gelvis Solano
Q1,2:24,Dominican Republic,15,14,substituicao_sai,Ronald Ramon
Q1,2:24,Dominican Republic,15,14,FC,Ronald Ramon
Q1,2:28,Dominican Republic,15,14,,Ronald Robertstip in made
Q1,2:35,Dominican Republic,15,12,RO,Ronald Roberts
Q1,2:35,Dominican Republic,15,12,2_Pts_T,Rigoberto Mendoza
Q1,2:49,Germany,15,12,substituicao_entra,Johannes Voigtmann
Q1,2:49,Germany,15,12,substituicao_sai,Daniel Theis
Q1,3:04,Germany,15,12,AS,Dennis Schroder
Q1,3:04,Germany,15,12,,Daniel Theislayup made
Q1,3:17,Germany,13,12,RD,Dennis Schroder
Q1,3:17,Dominican Republic,13,12,2_Pts_T,Ronald Ramon
Q1,3:30,Germany,13,12,LL_Pts_C,Dennis Schroder
Q1,3:30,Germany,12,12,FR,Dennis Schroder
Q1,3:30,Germany,12,12,2_Pts_C,Dennis Schroder
Q1,3:30,Dominican Republic,12,12,substituicao_entra,Luis Montero
Q1,3:30,Dominican Republic,12,12,substituicao_sai,Eulis Baez
Q1,3:30,Dominican Republic,12,12,substituicao_entra,Rigoberto Mendoza
Q1,3:30,Dominican Republic,12,12,substituicao_sai,Victor Liz
Q1,3:30,Dominican Republic,12,12,FC,Eulis Baez
Q1,3:37,Germany,10,12,BR,Daniel Theis
Q1,3:37,Dominican Republic,10,12,ER,Victor Liz
Q1,3:53,Germany,10,12,LL_Pts_C,Maodo Lo
Q1,3:53,Germany,9,12,LL_Pts_T,Maodo Lo
Q1,3:53,Germany,9,12,LL_Pts_T,Maodo Lo
Q1,3:53,Germany,9,12,substituicao_entra,Robin Benzing
