Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:05,France,16,4,FR,Nando De Colo
Q1,0:05,Germany,16,4,FC,Johannes Voigtmann
Q1,0:15,France,16,3,FC,Frank Ntilikina
Q1,0:15,Germany,16,4,LL_Pts_C,Johannes Voigtmann
Q1,0:15,Germany,16,3,LL_Pts_T,Johannes Voigtmann
Q1,0:15,Germany,16,3,FR,Johannes Voigtmann
Q1,0:26,Germany,16,3,RO,Niels Giffey
Q1,0:26,Germany,16,3,2_Pts_T,Niels Giffey
Q1,0:50,France,16,3,2_Pts_C,Vincent  Poirier
Q1,0:55,France,14,3,RO,Vincent  Poirier
Q1,0:55,France,14,3,2_Pts_T,Amath M'Baye
Q1,10:00,France,0,0,inicio_quarto,Rudy Gobert
Q1,1:16,France,14,3,RD,
Q1,1:17,France,14,3,TO,Nicolas Batum
Q1,1:17,Germany,14,3,2_Pts_T,Maodo Lo
Q1,1:40,France,14,3,substituicao_entra,Vincent  Poirier
Q1,1:40,France,14,3,substituicao_sai,Rudy Gobert
Q1,1:40,France,14,3,FC,Rudy Gobert
Q1,1:40,France,14,3,ER,Nando De Colo
Q1,1:40,Germany,14,3,FR,Robin Benzing
Q1,1:40,Germany,14,3,BR,Danilo Barthel
Q1,1:50,Germany,14,3,substituicao_entra,Niels Giffey
Q1,1:50,Germany,14,3,substituicao_sai,Dennis Schroder
Q1,2:00,France,14,3,RD,Rudy Gobert
Q1,2:00,Germany,14,3,2_Pts_T,Dennis Schroder
Q1,2:19,France,14,3,substituicao_entra,Nando De Colo
Q1,2:19,France,14,3,substituicao_sai,Evan Fournier
Q1,2:19,France,14,3,ER,Evan Fournier
Q1,2:39,Germany,14,3,AS,Dennis Schroder
Q1,2:39,Germany,14,3,,Maodo Lo3pt jump shot made
Q1,2:50,France,14,0,3_Pts_T,Nicolas Batum
Q1,2:50,Germany,14,0,RD,Danilo Barthel
Q1,3:05,France,14,0,RD,Rudy Gobert
Q1,3:05,Germany,14,0,,Robin Benzing2pt jump shot missed
Q1,3:16,France,14,0,FC,Evan Fournier
Q1,3:16,Germany,14,0,FR,Dennis Schroder
Q1,3:27,France,14,0,ER,Evan Fournier
Q1,3:27,Germany,14,0,substituicao_entra,Robin Benzing
Q1,3:27,Germany,14,0,substituicao_sai,Paul Zipser
Q1,3:33,France,14,0,RD,Evan Fournier
Q1,3:33,Germany,14,0,2_Pts_T,Dennis Schroder
Q1,4:03,France,14,0,AS,Amath M'Baye
Q1,4:03,France,14,0,,Frank Ntilikina3pt jump shot made
Q1,4:24,France,11,0,substituicao_entra,Frank Ntilikina
Q1,4:24,France,11,0,substituicao_sai,Andrew Albicy
Q1,4:24,France,11,0,FR,Evan Fournier
Q1,4:24,Germany,11,0,substituicao_entra,Danilo Barthel
Q1,4:24,Germany,11,0,substituicao_sai,Maximilian Kleber
Q1,4:24,Germany,11,0,substituicao_entra,Johannes Voigtmann
Q1,4:24,Germany,11,0,substituicao_sai,Daniel Theis
Q1,4:24,Germany,11,0,substituicao_entra,Maodo Lo
Q1,4:24,Germany,11,0,substituicao_sai,Ismet Akpinar
Q1,4:24,Germany,11,0,FC_O,Daniel Theis
Q1,4:42,France,11,0,AS,Rudy Gobert
Q1,4:42,France,11,0,2_Pts_C,Amath M'Baye
Q1,5:00,France,9,0,RD,Rudy Gobert
Q1,5:00,France,9,0,TO,Amath M'Baye
Q1,5:00,Germany,9,0,2_Pts_T,Maximilian Kleber
Q1,5:05,France,9,0,ER,Andrew Albicy
Q1,5:05,Germany,9,0,BR,Daniel Theis
Q1,5:20,France,9,0,RD,Rudy Gobert
Q1,5:20,Germany,9,0,3_Pts_T,Maximilian Kleber
Q1,5:36,France,9,0,AS,Andrew Albicy
Q1,5:36,France,9,0,,Amath M'Bayedunk made
Q1,5:36,Germany,9,0,tempo_tecnico,
Q1,5:39,France,7,0,BR,Andrew Albicy
Q1,5:39,Germany,7,0,ER,Dennis Schroder
Q1,5:50,France,7,0,2_Pts_T,Evan Fournier
Q1,5:50,Germany,7,0,RD,Paul Zipser
Q1,5:59,France,7,0,RD,Andrew Albicy
Q1,5:59,Germany,7,0,,Daniel Theis2pt jump shot missed
Q1,6:07,France,7,0,FC,Amath M'Baye
Q1,6:07,Germany,7,0,FR,Maximilian Kleber
Q1,6:10,France,7,0,ER,Andrew Albicy
Q1,6:10,Germany,7,0,BR,Maximilian Kleber
Q1,6:25,France,7,0,RD,Rudy Gobert
Q1,6:25,Germany,7,0,,Daniel Theis2pt jump shot missed
Q1,6:38,France,7,0,,Evan Fournier3pt jump shot missed
Q1,6:38,Germany,7,0,RD,
Q1,7:01,France,7,0,RD,Evan Fournier
Q1,7:01,Germany,7,0,,Paul Zipser2pt jump shot missed
Q1,7:06,Germany,7,0,RO,Paul Zipser
Q1,7:06,Germany,7,0,2_Pts_T,Maximilian Kleber
Q1,7:08,France,7,0,FC,Andrew Albicy
Q1,7:08,Germany,7,0,FR,Dennis Schroder
Q1,7:25,France,7,0,LL_Pts_T,Rudy Gobert
Q1,7:25,France,7,0,AS,Nicolas Batum
Q1,7:25,France,7,0,LL_Pts_C,Rudy Gobert
Q1,7:25,France,6,0,FR,Rudy Gobert
Q1,7:25,Germany,7,0,RD,Daniel Theis
Q1,7:25,Germany,6,0,FC,Daniel Theis
Q1,7:43,France,6,0,RD,Nicolas Batum
Q1,7:43,Germany,6,0,2_Pts_T,Ismet Akpinar
Q1,8:00,France,6,0,LL_Pts_T,Evan Fournier
Q1,8:00,France,6,0,LL_Pts_C,Evan Fournier
Q1,8:00,France,5,0,FR,Evan Fournier
Q1,8:00,Germany,6,0,RD,Daniel Theis
Q1,8:00,Germany,5,0,FC,Ismet Akpinar
Q1,8:04,France,5,0,RD,Amath M'Baye
Q1,8:04,France,5,0,TO,Rudy Gobert
Q1,8:04,Germany,5,0,2_Pts_T,Paul Zipser
Q1,8:19,France,5,0,,Rudy Gobert2pt jump shot missed
Q1,8:19,Germany,5,0,RD,Daniel Theis
Q1,8:32,France,5,0,RD,Evan Fournier
Q1,8:32,Germany,5,0,2_Pts_T,Dennis Schroder
Q1,8:51,France,5,0,AS,Evan Fournier
Q1,8:51,France,5,0,,Amath M'Baye3pt jump shot made
Q1,8:59,France,2,0,RD,Evan Fournier
Q1,8:59,Germany,2,0,,Maximilian Kleber3pt jump shot missed
Q1,9:13,France,2,0,,Rudy Gobert2pt turnaround jump shot blocked
Q1,9:13,Germany,2,0,RD,Maximilian Kleber
Q1,9:13,Germany,2,0,TO,Maximilian Kleber
Q1,9:28,France,2,0,RD,Evan Fournier
Q1,9:28,Germany,2,0,2_Pts_T,Dennis Schroder
Q1,9:44,France,2,0,2_Pts_C,Evan Fournier
Q2,0:01,France,36,20,2_Pts_T,Frank Ntilikina
Q2,0:01,Germany,36,20,TO,Maximilian Kleber
Q2,0:03,France,36,20,BR,Frank Ntilikina
Q2,0:03,Germany,36,20,ER,Dennis Schroder
Q2,0:13,France,36,20,substituicao_entra,Axel Toupane
Q2,0:13,France,36,20,substituicao_sai,Evan Fournier
Q2,0:13,France,36,20,LL_Pts_C,Evan Fournier
Q2,0:13,France,35,20,FR,Evan Fournier
Q2,0:13,France,35,20,2_Pts_C,Evan Fournier
Q2,0:13,Germany,35,20,FC,Maodo Lo
Q2,0:30,France,33,20,RD,Nicolas Batum
Q2,0:30,France,33,20,TO,Rudy Gobert
Q2,0:30,Germany,33,20,2_Pts_T,Dennis Schroder
Q2,0:41,France,33,20,substituicao_entra,Louis Labeyrie
Q2,0:41,France,33,20,substituicao_sai,Amath M'Baye
Q2,0:41,France,33,20,substituicao_entra,Frank Ntilikina
Q2,0:41,France,33,20,substituicao_sai,Andrew Albicy
Q2,0:41,France,33,20,FC,Amath M'Baye
Q2,0:41,Germany,33,20,FR,Dennis Schroder
Q2,10:00,Germany,0,0,muda_bola,
Q2,1:07,France,33,20,AS,Andrew Albicy
Q2,1:07,France,33,20,2_Pts_C,Rudy Gobert
Q2,1:23,France,31,20,RD,Nicolas Batum
Q2,1:23,Germany,31,20,,Paul Zipser2pt jump shot missed
Q2,1:44,France,31,20,3_Pts_C,Evan Fournier
Q2,2:01,Germany,28,20,ER,Johannes Voigtmann
Q2,2:15,France,28,20,LL_Pts_T,Rudy Gobert
Q2,2:15,France,28,20,LL_Pts_C,Rudy Gobert
Q2,2:15,France,27,20,FR,Rudy Gobert
Q2,2:15,Germany,28,20,RD,Maodo Lo
Q2,2:15,Germany,27,20,substituicao_entra,Johannes Voigtmann
Q2,2:15,Germany,27,20,substituicao_sai,Daniel Theis
Q2,2:15,Germany,27,20,FC,Daniel Theis
Q2,2:28,Germany,27,20,ER ,
Q2,2:35,France,27,20,TO,Nicolas Batum
Q2,2:35,Germany,27,20,substituicao_entra,Maodo Lo
Q2,2:35,Germany,27,20,substituicao_sai,Ismet Akpinar
Q2,2:35,Germany,27,20,RO,
Q2,2:35,Germany,27,20,2_Pts_T,Maximilian Kleber
Q2,2:44,Germany,27,20,RO,Daniel Theis
Q2,2:44,Germany,27,20,2_Pts_T,Dennis Schroder
Q2,2:56,France,27,20,AS,Rudy Gobert
Q2,2:56,France,27,20,LL_Pts_C,Amath M'Baye
Q2,2:56,France,26,20,LL_Pts_T,Amath M'Baye
Q2,2:56,France,26,20,FR,Amath M'Baye
Q2,2:56,Germany,26,20,FC,Maximilian Kleber
Q2,3:13,France,26,20,RD,Amath M'Baye
Q2,3:13,Germany,26,20,3_Pts_T,Dennis Schroder
Q2,3:24,France,26,20,,Amath M'Baye3pt jump shot missed
Q2,3:24,Germany,26,20,RD,Daniel Theis
Q2,3:36,Germany,26,20,substituicao_entra,Maximilian Kleber
Q2,3:36,Germany,26,20,substituicao_sai,Danilo Barthel
Q2,3:36,Germany,26,20,substituicao_entra,Daniel Theis
Q2,3:36,Germany,26,20,substituicao_sai,Johannes Voigtmann
Q2,3:36,Germany,26,20,ER,Johannes Voigtmann
Q2,3:54,France,26,20,2_Pts_C,Amath M'Baye
Q2,4:21,Germany,24,20,,Dennis Schroder3pt jump shot made
Q2,4:32,France,24,17,AS,Nicolas Batum
Q2,4:32,France,24,17,,Amath M'Baye3pt jump shot made
Q2,4:53,France,21,17,RD,Evan Fournier
Q2,4:53,Germany,21,17,,Johannes Voigtmann3pt jump shot missed
Q2,5:05,France,21,17,substituicao_entra,Nicolas Batum
Q2,5:05,France,21,17,substituicao_sai,Axel Toupane
Q2,5:05,France,21,17,ER,Rudy Gobert
Q2,5:20,Germany,21,17,AS,Dennis Schroder
Q2,5:20,Germany,21,17,,Ismet Akpinarlayup made
Q2,5:24,France,21,15,ER,Evan Fournier
Q2,5:24,Germany,21,15,BR,Dennis Schroder
Q2,5:38,France,21,13,substituicao_entra,Rudy Gobert
Q2,5:38,France,21,13,substituicao_sai,Louis Labeyrie
Q2,5:38,France,21,13,substituicao_entra,Amath M'Baye
Q2,5:38,France,21,13,substituicao_sai,Vincent  Poirier
Q2,5:38,France,21,13,FC,Louis Labeyrie
Q2,5:38,Germany,21,15,LL_Pts_C,Dennis Schroder
Q2,5:38,Germany,21,14,LL_Pts_C,Dennis Schroder
Q2,5:38,Germany,21,13,substituicao_entra,Ismet Akpinar
Q2,5:38,Germany,21,13,substituicao_sai,Robin Benzing
Q2,5:38,Germany,21,13,FR,Dennis Schroder
Q2,5:47,France,21,13,,Evan Fournierlayup missed
Q2,5:47,Germany,21,13,RD,Danilo Barthel
Q2,6:08,France,21,13,RD,Evan Fournier
Q2,6:08,Germany,21,13,,Robin Benzing3pt jump shot missed
Q2,6:14,France,21,13,ER,Evan Fournier
Q2,6:14,Germany,21,13,BR,Dennis Schroder
Q2,6:29,France,21,12,substituicao_entra,Andrew Albicy
Q2,6:29,France,21,12,substituicao_sai,Nando De Colo
Q2,6:29,France,21,12,substituicao_entra,Evan Fournier
Q2,6:29,France,21,12,substituicao_sai,Frank Ntilikina
Q2,6:29,France,21,12,FC,Axel Toupane
Q2,6:29,Germany,21,13,substituicao_entra,Paul Zipser
Q2,6:29,Germany,21,13,substituicao_sai,Maodo Lo
Q2,6:29,Germany,21,13,LL_Pts_C,Johannes Voigtmann
Q2,6:29,Germany,21,12,FR,Johannes Voigtmann
Q2,6:29,Germany,21,12,AS,Dennis Schroder
Q2,6:29,Germany,21,12,,Johannes Voigtmann2pt jump shot made
Q2,6:35,France,21,10,,Axel Toupane2pt jump shot missed
Q2,6:35,Germany,21,10,RD,Dennis Schroder
Q2,6:59,France,21,10,tempo_tecnico,
Q2,6:59,Germany,21,10,AS,Maodo Lo
Q2,6:59,Germany,21,10,2_Pts_C,Johannes Voigtmann
Q2,7:02,France,21,8,ER,Nando De Colo
Q2,7:02,Germany,21,8,BR,Danilo Barthel
Q2,7:32,Germany,21,8,2_Pts_C,Danilo Barthel
Q2,7:55,France,21,6,ER,Nando De Colo
Q2,8:15,Germany,21,6,2_Pts_C,Johannes Voigtmann
Q2,8:29,France,21,4,substituicao_entra,Axel Toupane
Q2,8:29,France,21,4,substituicao_sai,Nicolas Batum
Q2,8:29,Germany,21,4,substituicao_entra,Dennis Schroder
Q2,8:29,Germany,21,4,substituicao_sai,Niels Giffey
Q2,8:29,Germany,21,4,tempo_tecnico,
Q2,8:30,France,21,4,AS,Nando De Colo
Q2,8:30,France,21,4,,Vincent  Poirierdunk made
Q2,8:37,France,19,4,RD,Nicolas Batum
Q2,8:37,Germany,19,4,,Robin Benzing3pt jump shot missed
Q2,8:50,France,19,4,2_Pts_T,Frank Ntilikina
Q2,8:50,Germany,19,4,RD,Danilo Barthel
Q2,9:14,France,19,4,RD,Nicolas Batum
Q2,9:14,Germany,19,4,2_Pts_T,Robin Benzing
Q2,9:33,France,19,4,AS,Nando De Colo
Q2,9:33,France,19,4,,Frank Ntilikina3pt jump shot made
Q2,9:39,France,0,0,RD,Louis Labeyrie
Q2,9:39,Germany,0,0,,Robin Benzing2pt jump shot missed
Q2,9:48,France,0,0,TO,Louis Labeyrie
Q2,9:48,Germany,0,0,RO,Robin Benzing
Q2,9:48,Germany,0,0,2_Pts_T,Robin Benzing
Q3,0:01,France,59,50,,Vincent  Poiriertip in missed
Q3,0:01,France,59,50,RO,Vincent  Poirier
Q3,0:01,France,59,50,2_Pts_T,Evan Fournier
Q3,0:06,France,59,48,substituicao_entra,Evan Fournier
Q3,0:06,France,59,48,substituicao_sai,Axel Toupane
Q3,0:06,France,59,48,FC,Axel Toupane
Q3,0:06,Germany,59,50,substituicao_entra,Maodo Lo
Q3,0:06,Germany,59,50,substituicao_sai,Dennis Schroder
Q3,0:06,Germany,59,50,LL_Pts_C,Dennis Schroder
Q3,0:06,Germany,59,49,LL_Pts_C,Dennis Schroder
Q3,0:06,Germany,59,48,substituicao_entra,Maximilian Kleber
Q3,0:06,Germany,59,48,substituicao_sai,Andreas Obst
Q3,0:06,Germany,59,48,substituicao_entra,Ismet Akpinar
Q3,0:06,Germany,59,48,substituicao_sai,Robin Benzing
Q3,0:06,Germany,59,48,substituicao_entra,Niels Giffey
Q3,0:06,Germany,59,48,substituicao_sai,Johannes Voigtmann
Q3,0:06,Germany,59,48,FR,Dennis Schroder
Q3,0:20,France,59,48,substituicao_entra,Axel Toupane
Q3,0:20,France,59,48,substituicao_sai,Evan Fournier
Q3,0:20,France,59,48,LL_Pts_C,Nando De Colo
Q3,0:20,France,58,48,LL_Pts_C,Nando De Colo
Q3,0:20,France,57,48,FR,Nando De Colo
Q3,0:20,Germany,57,48,FC,Johannes Voigtmann
Q3,0:33,France,57,48,RD,Vincent  Poirier
Q3,0:33,France,57,48,FC,Frank Ntilikina
Q3,0:33,Germany,57,48,LL_Pts_T,Dennis Schroder
Q3,0:33,Germany,57,48,FR,Dennis Schroder
Q3,0:33,Germany,57,48,2_Pts_C,Dennis Schroder
Q3,0:46,France,57,46,LL_Pts_C,Vincent  Poirier
Q3,0:46,France,56,46,substituicao_entra,Evan Fournier
Q3,0:46,France,56,46,substituicao_sai,Louis Labeyrie
Q3,0:46,France,56,46,FR,Vincent  Poirier
Q3,0:46,France,56,46,2_Pts_C,Vincent  Poirier
Q3,0:46,Germany,56,46,FC,Johannes Voigtmann
Q3,10:00,France,0,0,muda_bola,
Q3,1:14,Germany,54,46,AS,Johannes Voigtmann
Q3,1:14,Germany,54,46,,Robin Benzinglayup made
Q3,1:18,France,54,44,ER,Vincent  Poirier
Q3,1:18,Germany,54,44,BR,Johannes Voigtmann
