Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:02,Spain,16,17,2_Pts_T,Willy Hernangomez Geuer
Q1,0:02,Tunisia,16,17,RD,Mohamed Hadidane
Q1,0:12,Spain,16,17,FR,Sergio Llull
Q1,0:12,Tunisia,16,17,FC,Omar Abada
Q1,0:28,Spain,16,16,FC,Pau Ribas
Q1,0:28,Tunisia,16,17,LL_Pts_C,Michael Roll
Q1,0:28,Tunisia,16,16,FR,Michael Roll
Q1,0:28,Tunisia,16,16,2_Pts_C,Michael Roll
Q1,0:49,Spain,16,14,,Pierre Oriola3pt jump shot missed
Q1,0:49,Tunisia,16,14,RD,Michael Roll
Q1,10:00,Tunisia,0,0,inicio_quarto,Salah Mejri
Q1,1:00,Spain,16,14,RD,Javier Beiran
Q1,1:00,Tunisia,16,14,2_Pts_T,Mohamed Hadidane
Q1,1:20,Spain,16,14,ER,Willy Hernangomez Geuer
Q1,1:38,Tunisia,16,14,AS,Omar Abada
Q1,1:38,Tunisia,16,14,,Mokhtar Ghyazalayup made
Q1,1:50,Spain,16,12,AS,Willy Hernangomez Geuer
Q1,1:50,Spain,16,12,,Pau Ribas3pt jump shot made
Q1,1:58,Tunisia,13,12,substituicao_entra,Mokhtar Ghyaza
Q1,1:58,Tunisia,13,12,substituicao_sai,Salah Mejri
Q1,1:58,Tunisia,13,12,substituicao_entra,Mohamed Hadidane
Q1,1:58,Tunisia,13,12,substituicao_sai,Makram Ben Romdhane
Q1,2:04,Spain,13,12,FR,Pierre Oriola
Q1,2:04,Spain,13,12,RO,Pierre Oriola
Q1,2:04,Spain,13,12,,Pau Ribas3pt jump shot missed
Q1,2:04,Tunisia,13,12,FC,Makram Ben Romdhane
Q1,2:18,Spain,13,12,substituicao_entra,Willy Hernangomez Geuer
Q1,2:18,Spain,13,12,substituicao_sai,Marc Gasol
Q1,2:18,Spain,13,12,substituicao_entra,Pau Ribas
Q1,2:18,Spain,13,12,substituicao_sai,Ricky Rubio
Q1,2:23,Spain,13,12,RD,Marc Gasol
Q1,2:23,Tunisia,13,12,,Makram Ben Romdhane2pt jump shot missed
