Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:00,Korea,22,11,,Hoon Heo3pt jump shot missed
Q1,0:10,Argentina,22,11,LL_Pts_C,Facundo Campazzo
Q1,0:10,Argentina,21,11,LL_Pts_C,Facundo Campazzo
Q1,0:10,Argentina,20,11,FR,Facundo Campazzo
Q1,0:10,Korea,20,11,FC,Daesung Lee
Q1,0:12,Argentina,20,11,RD,Nicolas Brussino
Q1,0:12,Korea,20,11,,Hyogeun Jeonglayup missed
Q1,0:23,Korea,20,11,RO,Hoon Heo
Q1,0:23,Korea,20,11,,Hoon Heo2pt jump shot missed
Q1,0:40,Argentina,20,11,AS,Luís Scola
Q1,0:40,Argentina,20,11,,Marcos Delia2pt jump shot made
Q1,0:53,Argentina,18,11,RD,Nicolas Brussino
Q1,0:53,Korea,18,11,,Hyogeun Jeong2pt jump shot missed
Q1,10:00,Argentina,0,0,inicio_quarto,Marcos Delia
Q1,1:13,Argentina,18,11,AS,Facundo Campazzo
Q1,1:13,Argentina,18,11,,Nicolas Brussino3pt jump shot made
Q1,1:15,Argentina,15,11,FR,Patricio Garino
Q1,1:15,Korea,15,11,FC,Hyogeun Jeong
Q1,1:24,Korea,15,11,substituicao_entra,Jongkyu Kim
Q1,1:24,Korea,15,11,substituicao_sai,Seounghyun Lee
Q1,1:24,Korea,15,11,ER,Hoon Heo
Q1,1:28,Argentina,15,11,ER,Nicolas Brussino
Q1,1:28,Korea,15,11,BR,Guna RA
Q1,1:36,Korea,15,11,ER,Daesung Lee
Q1,1:53,Argentina,15,11,AS,Luís Scola
Q1,1:53,Argentina,15,11,,Marcos Delialayup made
Q1,2:02,Argentina,13,11,RD,Nicolas Brussino
Q1,2:02,Argentina,13,11,TO,Marcos Delia
Q1,2:02,Korea,13,11,2_Pts_T,Guna RA
Q1,2:12,Argentina,13,11,,Nicolas Brussino2pt jump shot missed
Q1,2:12,Korea,13,11,RD,Seounghyun Lee
Q1,2:17,Argentina,13,11,RO,Nicolas Brussino
Q1,2:17,Argentina,13,11,,Facundo Campazzolayup missed
Q1,2:28,Argentina,13,11,substituicao_entra,Nicolas Brussino
Q1,2:28,Argentina,13,11,substituicao_sai,Luca Vildoza
Q1,2:28,Korea,13,11,substituicao_entra,Daesung Lee
Q1,2:28,Korea,13,11,substituicao_sai,Sunhyung Kim
Q1,2:28,Korea,13,11,substituicao_entra,Hyogeun Jeong
Q1,2:28,Korea,13,11,substituicao_sai,Junghyun Lee
Q1,2:28,Korea,13,11,substituicao_entra,Hoon Heo
Q1,2:28,Korea,13,11,substituicao_sai,Junyong Choi
Q1,2:35,Argentina,13,11,RD,Luís Scola
Q1,2:35,Korea,13,11,2_Pts_T,Guna RA
Q1,2:46,Argentina,13,11,,Luca Vildozalayup made
Q1,3:09,Korea,11,11,ER,Seounghyun Lee
Q1,3:34,Argentina,11,11,AS,Luca Vildoza
Q1,3:34,Argentina,11,11,,Luís Scola2pt jump shot made
Q1,3:50,Korea,9,11,,Sunhyung Kimlayup made
Q1,3:58,Argentina,9,9,,Luís Scola2pt jump shot missed
Q1,3:58,Korea,9,9,RD,Sunhyung Kim
Q1,4:07,Argentina,9,9,RD,Facundo Campazzo
Q1,4:07,Korea,9,9,,Junghyun Lee3pt jump shot missed
Q1,4:12,Argentina,9,9,FC,Luca Vildoza
Q1,4:12,Korea,9,9,FR,Junghyun Lee
Q1,4:22,Argentina,9,9,,Luís Scola2pt jump shot missed
Q1,4:22,Korea,9,9,RD,Seounghyun Lee
Q1,4:38,Argentina,9,9,RD,Luís Scola
Q1,4:38,Argentina,9,8,substituicao_entra,Facundo Campazzo
Q1,4:38,Argentina,9,8,substituicao_sai,Nicolás Laprovittola
