Quarto,Tempo,Time,Placar_casa,Placar_visitante,Indicador,Nome
Q1,0:00,Czech Republic,18,18,RO,Patrik Auda
Q1,0:00,Czech Republic,18,18,2_Pts_T,Tomas Satoransky
Q1,0:24,Japan,18,18,substituicao_entra,Yudai Baba
Q1,0:24,Japan,18,18,substituicao_sai,Rui Hachimura
Q1,0:24,Japan,18,18,LL_Pts_C,Rui Hachimura
Q1,0:24,Japan,17,18,LL_Pts_T,Rui Hachimura
Q1,0:24,Japan,17,18,FR,Rui Hachimura
Q1,0:24,Czech Republic,18,18,substituicao_entra,Jaromir Bohacik
Q1,0:24,Czech Republic,18,18,substituicao_sai,Martin Kriz
Q1,0:24,Czech Republic,17,18,FC,Martin Kriz
Q1,0:45,Czech Republic,17,18,3_Pts_C,Blake Schilb
Q1,0:53,Japan,17,15,FC,Joji Takeuchi
Q1,0:53,Czech Republic,17,15,substituicao_entra,Patrik Auda
Q1,0:53,Czech Republic,17,15,substituicao_sai,Ondrej Balvín
Q1,0:53,Czech Republic,17,15,FR,Ondrej Balvín
Q1,0:53,Czech Republic,17,15,RO,
Q1,0:53,Czech Republic,17,15,,Tomas Satoransky2pt jump shot missed
Q1,10:00,Japan,0,0,inicio_quarto,Rui Hachimura
Q1,1:19,Japan,17,15,AS,Ryusei Shinoyama
Q1,1:19,Japan,17,15,2_Pts_C,Yuta Watanabe
Q1,1:40,Japan,15,15,substituicao_entra,Joji Takeuchi
Q1,1:40,Japan,15,15,substituicao_sai,Nick Fazekas
Q1,1:40,Japan,15,15,FR,Rui Hachimura
Q1,1:40,Japan,15,15,RD,Rui Hachimura
Q1,1:40,Czech Republic,15,15,substituicao_entra,Pavel Pumprla
Q1,1:40,Czech Republic,15,15,substituicao_sai,Vojtech Hruban
Q1,1:40,Czech Republic,15,15,FC,Vojtech Hruban
Q1,1:40,Czech Republic,15,15,,Blake Schilb2pt jump shot missed
Q1,2:02,Japan,15,15,AS,Ryusei Shinoyama
Q1,2:02,Japan,15,15,,Daiki Tanaka2pt jump shot made
Q1,2:06,Japan,13,15,RO,
Q1,2:06,Japan,13,15,2_Pts_T,Nick Fazekas
Q1,2:06,Czech Republic,13,15,TO,Ondrej Balvín
Q1,2:27,Czech Republic,13,15,2_Pts_C,Vojtech Hruban
Q1,2:35,Czech Republic,13,13,RO,Ondrej Balvín
Q1,2:35,Czech Republic,13,13,,Vojtech Hruban3pt jump shot missed
Q1,2:44,Japan,13,13,substituicao_entra,Ryusei Shinoyama
Q1,2:44,Japan,13,13,substituicao_sai,Yudai Baba
Q1,2:44,Japan,13,13,FC,Yudai Baba
Q1,2:44,Czech Republic,13,13,substituicao_entra,Blake Schilb
Q1,2:44,Czech Republic,13,13,substituicao_sai,Jaromir Bohacik
Q1,2:44,Czech Republic,13,13,FR,Vojtech Hruban
Q1,3:00,Japan,13,13,3_Pts_C,Daiki Tanaka
Q1,3:19,Czech Republic,10,13,2_Pts_C,Ondrej Balvín
Q1,3:34,Japan,10,11,2_Pts_C,Yuta Watanabe
Q1,3:50,Japan,8,11,RD,Nick Fazekas
Q1,3:50,Czech Republic,8,11,2_Pts_T,Jaromir Bohacik
Q1,4:14,Japan,8,11,2_Pts_C,Daiki Tanaka
Q1,4:30,Czech Republic,6,11,2_Pts_C,Ondrej Balvín
Q1,4:48,Japan,6,9,,Rui Hachimurafree throw missed
Q1,4:48,Czech Republic,6,9,RD,Ondrej Balvín
Q1,4:49,Japan,6,9,FR,Rui Hachimura
Q1,4:49,Japan,6,9,,Rui Hachimura2pt jump shot made
Q1,4:49,Japan,4,9,RO,Rui Hachimura
Q1,4:49,Japan,4,9,2_Pts_T,Yudai Baba
Q1,4:49,Czech Republic,6,9,FC,Ondrej Balvín
Q1,5:11,Japan,4,9,RD,
Q1,5:11,Czech Republic,4,9,,Vojtech Hruban3pt jump shot missed
Q1,5:19,Japan,4,9,,Yuta Watanabe3pt jump shot missed
Q1,5:19,Czech Republic,4,9,RD,Tomas Satoransky
Q1,5:41,Czech Republic,4,9,AS,Tomas Satoransky
Q1,5:41,Czech Republic,4,9,,Martin Krizlayup made
Q1,5:48,Japan,4,7,2_Pts_T,Daiki Tanaka
Q1,5:48,Czech Republic,4,7,RD,Tomas Satoransky
Q1,5:48,Czech Republic,4,7,TO,Vojtech Hruban
Q1,5:52,Japan,4,7,BR,Rui Hachimura
Q1,5:52,Czech Republic,4,7,ER,Tomas Satoransky
